names,satisfaction_level,last_evaluation,number_project,average_monthly_hours,exp_in_company,work_accident,left,promotion_last_5years,role,salary
Lynette Watson,0.41,0.54,2,152,3,0,1,0,sales,medium
Hans Zender,0.42,0.49,2,145,3,0,1,0,sales,medium
Daniel Marcus,0.4,0.49,2,140,3,0,1,0,sales,medium
Stephanie Aguilar,0.36,0.47,2,129,3,0,1,0,sales,medium
Katie Baker,0.74,0.9,4,226,5,0,1,0,sales,medium
Calvin Sauls,0.66,1.0,5,269,5,0,1,0,sales,medium
Bruce Solis,0.38,0.47,2,152,3,0,1,0,sales,medium
Brian Hopper,0.43,0.51,2,132,3,0,1,0,sales,medium
Robert Igel,0.43,0.53,2,148,3,0,1,0,sales,medium
Christy Kahan,0.1,0.85,6,297,5,0,1,0,sales,high
Susan Mcneil,0.82,0.85,4,274,5,0,1,0,sales,low
Juanita Bryce,0.1,0.77,6,280,4,0,1,0,sales,medium
Leon Hoganson,0.1,0.93,6,288,4,0,1,0,sales,medium
Juanita Sears,0.43,0.49,2,155,3,0,1,0,sales,medium
Mary Watson,0.09,0.94,7,247,4,0,1,0,sales,medium
Amy Graves,0.41,0.54,2,138,3,0,1,0,accounting,low
Jeanette Armstrong,0.1,0.82,7,284,4,0,1,0,accounting,low
Michael Moyer,0.88,0.92,4,225,5,0,1,0,accounting,low
Tamara Cavazos,0.43,0.57,2,151,3,1,1,0,hr,low
Krista Fernandez,0.42,0.5,2,155,3,0,1,0,hr,low
Benjamin Mendez,0.85,1.0,4,234,5,0,1,0,hr,low
Johnny Greene,0.38,0.49,2,144,3,0,1,0,hr,low
Drew Johnson,0.39,0.47,2,142,3,0,1,0,technical,low
Jonathon Padilla,0.41,0.48,2,126,3,0,1,0,technical,low
Kayla Mosley,0.88,0.92,4,233,6,0,1,0,technical,low
Luz Brown,0.78,0.96,4,241,5,0,1,0,technical,low
Tommie Edwards,0.45,0.48,2,138,3,0,1,0,technical,low
Joel Baker,0.09,0.95,6,260,4,1,1,0,technical,low
Clair Sclavi,0.44,0.56,2,145,3,0,1,0,technical,low
Williams Mclaren,0.11,0.84,6,252,4,0,1,0,technical,low
Michael Dennis,0.36,0.51,2,143,3,0,1,0,technical,low
Georgia Armstrong,0.86,0.98,4,270,5,0,1,0,technical,low
Viola Robertson,0.1,0.92,6,285,4,0,1,0,technical,low
Federico Hagen,0.45,0.53,2,149,3,0,1,0,support,low
Laverna Sinclair,0.42,0.53,2,158,3,0,1,0,support,low
Katherine Robarge,0.36,0.55,2,134,3,0,1,0,support,low
Vicki Walker,0.45,0.55,2,129,3,0,1,0,support,medium
Tracee Murphy,0.38,0.57,2,131,3,0,1,0,support,medium
Gary Mooney,0.11,0.97,6,288,4,0,1,0,support,medium
Jacques Strohmayer,0.45,0.46,2,142,3,0,1,0,support,medium
Angelica Merrill,0.87,0.95,5,227,5,0,1,0,support,medium
Elizabeth Silver,0.45,0.53,2,131,3,0,1,0,support,medium
Georgia Potocki,0.1,0.83,6,283,5,0,1,0,support,medium
David Gunter,0.44,0.54,2,139,3,0,1,0,support,medium
Ashley Ritz,0.78,1.0,4,267,5,0,1,0,technical,medium
Donald Bach,0.38,0.56,2,148,3,0,1,0,technical,medium
Alicia Roddam,0.85,0.84,5,272,6,0,1,0,technical,medium
Eunice Williams,0.36,0.48,2,148,3,1,1,0,management,medium
Jose Kingsley,0.75,0.88,5,270,5,0,1,0,IT,high
Stacy Smith,0.81,0.81,4,218,5,1,1,0,IT,low
David Williams,0.4,0.55,2,150,3,0,1,0,IT,medium
Bobbie Sumter,0.83,0.83,5,260,5,0,1,0,IT,medium
Jacqueline Stokes,0.41,0.52,2,127,3,0,1,0,IT,medium
Grace Rushing,0.42,0.57,2,134,3,0,1,0,product_mng,medium
Dennis Caldwell,0.09,0.83,7,258,4,0,1,0,product_mng,low
Shelia Lopez,0.87,0.81,5,304,5,0,1,0,product_mng,low
Robert Bouchard,0.43,0.56,6,149,4,0,1,0,product_mng,low
Gene Herrera,0.39,0.51,2,139,3,0,1,0,IT,low
William Benson,0.1,0.9,6,272,5,0,1,0,RandD,low
Michael Carlson,0.41,0.52,2,132,3,0,1,0,RandD,low
Danette Kessler,0.72,1.0,2,240,2,0,1,0,RandD,low
Andrew Green,0.44,0.55,2,137,3,0,1,0,RandD,low
Maryellen Taylor,0.38,0.5,2,139,3,0,1,0,RandD,low
Colleen Creighton,0.46,0.52,2,148,3,0,1,0,RandD,low
Karen Ochoa,0.4,0.49,2,149,3,0,1,0,marketing,low
Stephanie Montgomery,0.45,0.45,2,131,3,0,1,0,sales,low
Rosa Green,0.89,0.89,5,262,5,0,1,0,accounting,low
Robert Brown,0.1,0.97,7,284,4,0,1,0,support,low
Lewis Schmucker,0.46,0.48,2,161,3,0,1,0,technical,low
Victor Santos,0.09,0.78,7,290,4,0,1,0,management,low
Lee Williams,0.45,0.57,2,149,3,0,1,0,marketing,low
Carmina Somers,0.89,0.98,4,242,6,0,1,0,marketing,low
Brenda Morrison,0.62,0.77,5,227,4,0,1,0,marketing,low
Donald Hine,0.11,0.93,6,276,4,0,1,0,sales,low
Mary Williams,0.44,0.5,2,135,3,0,1,0,sales,low
Daniel Meli,0.09,0.94,6,266,4,0,1,0,sales,medium
Lesa Rome,0.56,0.75,5,236,2,0,1,0,sales,medium
Terry Connors,0.77,0.89,4,270,5,0,1,0,sales,medium
Cortez Johnston,0.39,0.49,2,146,3,0,1,0,sales,medium
Leora Haneke,0.1,0.92,5,272,4,0,1,0,sales,medium
Jacob Rushing,0.72,0.85,5,246,5,0,1,0,sales,medium
Ronnie Nelson,0.4,0.52,2,136,3,0,1,0,sales,medium
Marion Moore,0.11,0.81,6,260,4,0,1,0,sales,medium
Mary Kelly,0.88,1.0,5,247,5,0,1,0,sales,medium
Darlene Parks,0.37,0.51,2,127,3,0,1,0,sales,medium
Kyong Reed,0.11,0.96,6,267,4,0,1,0,sales,medium
Janice Hastings,0.4,0.52,2,143,3,0,1,0,sales,medium
Richard Massa,0.1,0.86,6,306,4,0,1,0,sales,high
Geraldine Small,0.62,0.89,3,131,4,0,1,0,sales,low
Jerry Cannon,0.78,0.86,4,249,5,0,1,0,sales,medium
Rebecca Smitherman,0.37,0.52,2,144,3,0,1,0,sales,medium
Alissa Vanderhoef,0.76,0.82,4,254,5,1,1,0,sales,medium
Norman Liverman,0.42,0.53,2,131,3,0,1,0,accounting,medium
Michael Cheslock,0.1,0.77,6,272,4,0,1,0,accounting,low
Carolyn Grimes,0.42,0.47,2,157,3,0,1,0,accounting,low
Hettie Mack,0.1,0.96,7,301,4,0,1,0,hr,low
John Wethje,0.1,0.81,6,252,4,0,1,0,hr,low
Kathy Edgeworth,0.42,0.47,2,130,3,0,1,0,hr,low
Wayne Hall,0.09,0.86,6,297,4,0,1,0,hr,low
Bruce Lee,0.1,0.8,6,248,4,0,1,0,technical,low
William Roberts,0.11,0.89,7,257,4,0,1,0,technical,low
Annie Robertson,0.44,0.53,2,147,3,0,1,0,technical,low
James Goldman,0.87,0.9,3,307,5,0,1,0,technical,low
Allen Helder,0.44,0.46,2,154,3,0,1,0,technical,low
Karen Rowe,0.41,0.56,2,143,3,0,1,0,technical,low
William Davis,0.51,0.79,4,134,3,0,1,0,technical,low
Michael Quan,0.89,0.96,5,221,5,0,1,0,technical,low
Steven Cockrell,0.1,0.96,6,275,4,0,1,0,technical,low
John Treible,0.9,0.94,5,247,5,0,1,0,technical,low
Kathleen Wilkinson,0.36,0.55,2,131,3,0,1,0,technical,low
Ella Martin,0.44,0.54,2,150,3,0,1,0,support,low
Frank Marshall,0.39,0.57,2,150,3,0,1,0,support,low
Katherine Horton,0.38,1.0,5,137,4,0,1,0,support,low
Edward Kuhn,0.73,0.95,4,223,6,0,1,0,support,low
Ricardo Weiser,0.1,0.96,6,292,4,0,1,0,support,medium
Raymond Henry,0.89,0.83,5,130,4,1,1,0,support,medium
Hortencia Kunst,0.87,0.85,5,221,6,0,1,0,support,medium
Anna Kennedy,0.84,0.89,4,245,5,1,1,0,support,medium
Katherine Rodriguez,0.11,0.77,6,274,4,0,1,0,support,medium
Carl Pollard,0.74,1.0,5,248,5,0,1,0,support,medium
Brian Delgado,0.79,0.97,4,243,5,0,1,0,support,medium
Clinton Smith,0.1,0.92,7,273,4,0,1,0,technical,medium
Gary Valenzuela,0.83,0.95,5,221,5,0,1,0,technical,medium
Douglas Gruber,0.1,0.79,6,271,4,0,1,0,technical,medium
Tonya Williams,0.45,0.5,2,157,3,0,1,0,management,medium
Martin Christopher,0.29,0.48,2,249,4,0,1,0,IT,medium
Shantell Digennaro,0.46,0.46,2,145,3,0,1,0,IT,high
Joan Mason,0.11,0.83,6,262,5,0,1,0,IT,low
Bonnie Burton,0.75,0.89,5,272,5,0,1,0,IT,medium
Derrick Lopez,0.4,0.5,2,129,3,0,1,0,IT,medium
Augustus Maxwell,0.37,0.46,2,134,3,0,1,0,product_mng,medium
Lyle Burns,0.41,0.52,2,147,3,0,1,0,product_mng,medium
Priscilla Brand,0.1,0.83,6,293,4,0,1,0,product_mng,low
Michael Hernandes,0.39,0.52,2,129,3,0,1,0,product_mng,low
Beckie Hoffman,0.4,0.45,2,140,3,0,1,0,IT,low
Rhonda Williams,0.41,0.52,2,132,3,0,1,0,RandD,low
Francisco Norley,0.11,0.89,6,284,4,0,1,0,RandD,low
Sherrie Liesmann,0.74,0.99,5,263,5,0,1,0,RandD,low
Ruth Teal,0.42,0.46,2,143,3,0,1,0,RandD,low
Crystal Calvert,0.88,0.88,4,265,5,0,1,0,RandD,low
Marilyn Reed,0.37,0.53,2,147,3,0,1,0,RandD,low
Benjamin Fussell,0.78,0.81,4,253,5,0,1,0,marketing,low
Lori Sullivan,0.46,0.5,2,141,3,0,1,0,sales,low
Karen Putnam,0.74,1.0,5,222,6,0,1,0,accounting,low
Mary Marcus,0.11,0.86,6,273,4,1,1,0,support,low
Dustin Reynolds,0.8,0.87,5,240,6,0,1,0,technical,low
Julia Dunlap,0.37,0.48,2,154,3,0,1,0,management,low
Samuel Roland,0.87,0.92,4,253,6,0,1,0,marketing,low
Barbara Murray,0.9,0.84,5,221,5,0,1,0,marketing,low
Precious Isley,0.1,0.88,6,263,4,0,1,0,marketing,low
Neil Watts,0.43,0.46,2,145,3,0,1,0,sales,low
Chris Grillo,0.11,0.91,6,279,4,0,1,0,sales,low
Elizabeth Weeks,0.4,0.46,2,146,3,0,1,0,sales,low
Carmen Polston,0.09,0.93,7,270,4,0,1,0,sales,medium
Nancy Cambareri,0.4,0.5,2,135,3,0,1,0,sales,medium
Ana Bowens,0.14,0.7,5,236,3,0,1,0,sales,medium
Donald Longie,0.4,0.49,2,151,3,0,1,0,sales,medium
Margaret Jaworowski,0.11,0.79,6,244,4,1,1,0,sales,medium
Anthony Millick,0.72,1.0,4,169,3,0,1,0,sales,medium
James Hinds,0.39,0.57,2,157,3,0,1,0,sales,medium
Joyce Angell,0.82,0.93,4,246,5,0,1,0,sales,medium
Ted Munoz,0.41,0.52,2,142,3,0,1,0,sales,medium
Yvette Lively,0.45,0.51,2,156,3,0,1,0,sales,medium
Walter Kato,0.2,0.7,6,281,5,0,1,0,sales,medium
Annette Trevino,0.43,0.53,2,146,3,0,1,0,sales,medium
Jerry Mellott,0.39,0.55,2,156,3,0,1,0,sales,high
Douglas Clauson,0.11,0.86,6,299,4,1,1,0,sales,low
Barbara Reed,0.45,0.47,2,136,3,0,1,0,sales,medium
Bettie Harper,0.11,0.87,6,272,4,0,1,0,sales,medium
Christina Albert,0.84,0.86,5,240,5,0,1,0,accounting,medium
Drema Byrd,0.86,0.96,5,245,6,0,1,0,accounting,medium
Christie Wilson,0.79,0.93,5,269,5,0,1,0,accounting,low
Elaine Waters,0.39,0.57,2,130,3,0,1,0,hr,low
Charles Burchinal,0.15,0.62,4,257,3,0,1,0,hr,low
Victoria Taylor,0.81,1.0,4,241,5,0,1,0,hr,low
Hugh Bedell,0.39,0.53,2,136,3,0,1,0,hr,low
Lewis Swain,0.92,0.94,4,219,5,0,1,0,technical,low
Darrel Hall,0.9,0.98,5,271,5,0,1,0,technical,low
James Estrada,0.32,0.6,2,280,4,0,1,0,technical,low
Ida Turner,0.46,0.46,2,140,3,0,1,0,technical,low
Andrew Norsworthy,0.83,0.98,4,254,5,0,1,0,technical,low
William Brain,0.39,0.47,2,131,3,0,1,0,technical,low
Frederick Rosa,0.2,0.9,6,138,3,0,1,0,technical,low
Dawn Weaver,0.11,0.85,6,295,4,0,1,0,technical,low
Jennifer Whitehead,0.11,0.96,6,301,5,0,1,0,technical,low
Francis Radford,0.1,0.95,7,296,4,0,1,0,technical,low
Cynthia Scott,0.75,0.87,5,246,5,0,1,0,technical,low
Edna Lipton,0.44,0.57,2,145,3,0,1,0,support,low
Megan Engemann,0.86,0.93,5,241,5,1,1,0,support,low
Evelyn Edwards,0.1,0.82,6,269,4,0,1,0,support,low
Claudia Pike,0.39,0.49,2,146,3,0,1,0,support,low
Leonor Medina,0.45,0.48,2,149,3,0,1,0,support,low
Davis Garcia,0.1,0.94,7,287,4,0,1,0,support,medium
Willard Diclaudio,0.36,0.55,2,138,3,0,1,0,support,medium
Melinda Conner,0.57,0.61,4,158,5,0,1,0,support,medium
Gregory Moran,0.09,0.87,6,266,4,0,1,0,support,medium
Barbara Einhorn,0.87,0.91,4,255,5,0,1,0,support,medium
Jerry Tewell,0.43,0.52,2,156,3,0,1,0,support,medium
Julia Wyble,0.36,0.5,2,147,3,0,1,0,technical,medium
Jerry Huskey,0.91,0.99,5,265,5,1,1,0,technical,medium
Kevin Bryant,0.41,0.48,2,136,3,0,1,0,technical,medium
Luther Taylor,0.37,0.52,2,140,3,0,1,0,management,medium
Chloe Buckley,0.43,0.45,2,146,3,0,1,0,IT,medium
Viola Noel,0.43,0.57,2,142,3,0,1,0,IT,medium
Darron Ferrell,0.4,0.53,2,155,3,0,1,0,IT,high
Nicholas Zielinski,0.1,0.89,7,285,4,0,1,0,IT,low
Eugene Garrett,0.76,0.99,4,253,5,1,1,0,IT,medium
Geoffrey Rottenberg,0.82,0.93,4,248,5,0,1,0,product_mng,medium
Steven Harrison,0.11,0.83,7,255,5,0,1,0,product_mng,medium
Cynthia Lydon,0.43,0.52,2,154,3,1,1,0,product_mng,medium
Priscilla Smith,0.11,0.88,7,305,4,0,1,0,product_mng,low
Tera Tucker,0.41,0.48,2,141,3,0,1,0,IT,low
Ray Lopez,0.73,0.87,5,252,5,0,1,0,RandD,low
Donna Bennett,0.37,0.57,2,157,3,0,1,0,RandD,low
Cherrie Almen,0.11,0.89,6,250,4,0,1,0,RandD,low
Lola Winston,0.46,0.52,2,131,3,0,1,0,RandD,low
Lien Shaw,0.41,0.5,2,149,3,0,1,0,RandD,low
Bryan Lowe,0.78,0.78,4,260,5,0,1,0,RandD,low
Ashley Gutierrez,0.78,0.86,5,260,6,0,1,0,marketing,low
Mitzi Floyd,0.72,0.86,5,251,5,0,1,0,sales,low
Crystal Rodriquez,0.63,0.83,6,242,5,0,1,0,accounting,low
Rafael Baty,0.55,1.0,6,136,3,0,1,0,support,low
Pedro Shea,0.45,0.55,2,155,3,0,1,0,technical,low
Larry Lindner,0.39,0.51,2,155,3,0,1,0,management,low
Joyce Elizondo,0.1,0.81,6,248,4,0,1,0,marketing,low
Pamela Jones,0.4,0.5,2,136,3,0,1,0,marketing,low
Andres Kirk,0.39,0.54,2,133,3,0,1,0,marketing,low
Jane Comer,0.78,0.45,4,128,2,0,1,0,sales,low
Dorothy Stewart,0.42,0.53,2,142,3,0,1,0,sales,low
Anne Daughtry,0.39,0.54,2,149,3,0,1,0,sales,low
James Tollerud,0.46,0.57,2,145,3,0,1,0,sales,low
Margaret Thacker,0.1,0.92,6,279,4,0,1,0,sales,medium
Albert Eccleston,0.45,0.47,2,146,3,0,1,0,sales,medium
Mark Breiter,0.1,0.83,6,264,4,1,1,0,sales,medium
Stephen Strief,0.1,0.89,7,272,4,0,1,0,sales,medium
Jessica Deutsch,0.78,0.86,5,256,5,0,1,0,sales,medium
Julie Starling,0.4,0.65,2,296,5,0,1,0,sales,medium
Joseph Giddens,0.45,0.51,2,155,3,1,1,0,sales,medium
Kathy Copeland,0.39,0.56,2,130,3,0,1,0,sales,medium
Phyllis Parker,0.43,0.48,2,157,3,0,1,0,sales,medium
Ernest Reed,0.09,0.96,6,245,4,0,1,0,sales,medium
Walter Mcanally,0.79,0.86,5,226,5,0,1,0,sales,medium
Jose Mensik,0.44,0.47,2,156,3,1,1,0,sales,medium
Mack Wymore,0.79,0.95,5,228,5,0,1,0,sales,high
Herbert Summerfield,0.38,0.46,2,155,3,0,1,0,sales,low
Cynthia Mattocks,0.36,0.56,2,159,3,0,1,0,sales,medium
Maria Searson,0.39,0.57,2,142,3,0,1,0,accounting,medium
Donald Crawford,0.09,0.93,6,271,4,0,1,0,accounting,medium
Mary Boyd,0.16,0.65,4,277,5,0,1,0,accounting,medium
Jeremy Kaiser,0.09,0.77,6,310,4,0,1,0,hr,low
James Stover,0.11,0.87,6,254,4,0,1,0,hr,low
Daniel Kleman,0.44,0.56,2,142,3,0,1,0,hr,low
Henry Williams,0.11,0.88,7,253,4,0,1,0,hr,low
John Shoemaker,0.11,0.97,6,260,4,0,1,0,technical,low
Robert Kirchoff,0.45,0.52,2,147,3,0,1,0,technical,low
America Cecil,0.1,0.96,7,288,4,0,1,0,technical,low
Erica Carlisle,0.4,0.46,2,160,3,0,1,0,technical,low
Thelma Rameriz,0.38,0.55,2,130,3,0,1,0,technical,low
James Dullea,0.39,0.56,2,133,3,0,1,0,technical,low
Victoria Mcguire,0.38,0.55,2,160,3,0,1,0,technical,low
Dianna Lang,0.38,0.45,2,151,3,0,1,0,technical,low
Susan Kelly,0.17,0.75,3,188,4,0,1,0,technical,low
David Brooks,0.79,0.84,5,247,5,0,1,0,technical,low
Vickie Jamison,0.1,0.85,7,259,4,0,1,0,technical,low
Melissa Cather,0.37,0.48,2,129,3,0,1,0,support,low
Ina Washington,0.42,0.49,2,152,3,0,1,0,support,low
Russell Hamar,0.44,0.48,2,128,3,0,1,0,support,low
Jessica Stroud,0.38,0.53,2,157,3,0,1,0,sales,low
Daryl Fields,0.8,0.86,5,262,6,0,1,0,sales,medium
Daisy Anderson,0.11,0.88,7,272,4,0,1,0,sales,medium
Joseph Fernandez,0.72,0.87,5,223,5,0,1,0,sales,low
Herbert Moore,0.37,0.52,2,159,3,0,1,0,sales,low
Daniel Belew,0.41,0.5,2,153,3,0,1,0,sales,low
Shawn Paul,0.1,0.77,6,247,4,0,1,0,sales,low
Linda Bobbitt,0.92,0.85,5,259,5,0,1,0,sales,low
Kim Hernandez,0.89,1.0,5,224,5,0,1,0,sales,low
Gina Mahan,0.42,0.53,2,142,3,0,1,0,sales,low
Sherry Weeks,0.45,0.54,2,135,3,0,1,0,sales,low
Jenifer Smith,0.11,0.81,6,305,4,0,1,0,sales,low
Darrell Richardson,0.84,0.92,4,234,5,0,1,0,sales,low
Christie Neel,0.41,0.55,2,148,3,0,1,0,sales,low
Angelina Carter,0.36,0.56,2,137,3,0,1,0,sales,low
Kelly Rodriguez,0.38,0.54,2,143,3,0,1,0,sales,low
Karen Porter,0.45,0.47,2,160,3,0,1,0,sales,low
Christopher Mann,0.78,0.99,4,255,6,0,1,0,sales,low
Mary Roy,0.45,0.51,2,160,3,1,1,1,sales,low
Timothy Williams,0.76,0.89,5,262,5,0,1,0,sales,low
Joseph Orduna,0.11,0.83,6,282,4,0,1,0,sales,low
Kelsey Savage,0.38,0.55,2,147,3,0,1,0,sales,low
Constance Swenson,0.09,0.95,6,304,4,0,1,0,sales,low
Helen Wendte,0.46,0.57,2,139,3,0,1,0,sales,low
Timothy Badger,0.4,0.53,2,158,3,0,1,0,sales,low
Jack Jersey,0.89,0.92,5,242,5,0,1,0,sales,low
David Belanger,0.82,0.87,4,239,5,0,1,0,sales,low
Gregory Heyne,0.4,0.49,2,135,3,0,1,0,sales,low
Christina Allmon,0.41,0.46,2,128,3,0,1,0,accounting,low
Amy Carpenter,0.38,0.5,2,132,3,0,1,0,accounting,low
Kimberly Hogan,0.09,0.62,6,294,4,0,1,0,accounting,low
Michael Barbosa,0.45,0.57,2,134,3,0,1,0,hr,low
Brittany Couch,0.4,0.51,2,145,3,0,1,0,hr,low
Bonnie Kleis,0.45,0.55,2,140,3,0,1,0,hr,low
Nina Ortega,0.84,0.87,4,246,6,0,1,0,hr,low
Lori Strope,0.1,0.94,6,255,4,0,1,0,technical,low
Ruby Little,0.38,0.46,2,137,3,0,1,0,technical,low
Nancy Johnson,0.45,0.5,2,126,3,0,1,0,technical,low
Susan Waldman,0.11,0.89,6,306,4,0,1,0,technical,low
Cara Usrey,0.41,0.54,2,152,3,0,1,0,technical,low
Beverly Richardson,0.87,0.88,5,269,5,0,1,0,technical,low
Laura Bradley,0.45,0.48,2,158,3,0,1,0,technical,low
Jacqueline Rittenhouse,0.4,0.46,2,127,3,0,1,0,technical,low
Gayle Santiago,0.1,0.8,7,281,4,0,1,0,technical,low
Jesus Gunderson,0.09,0.89,6,276,4,0,1,0,technical,low
Joyce Lafond,0.84,0.74,3,182,4,0,1,0,technical,low
Wanda Choi,0.4,0.55,2,147,3,0,1,0,support,low
Sadie Randall,0.57,0.7,3,273,6,0,1,0,support,low
Dwight Pless,0.4,0.54,2,148,3,0,1,0,support,low
Peter Dickens,0.43,0.47,2,147,3,0,1,0,support,low
Mary Spina,0.13,0.78,6,152,2,0,1,0,support,low
Cheryl Vachon,0.44,0.55,2,135,3,0,1,0,support,low
Linwood Johnston,0.38,0.55,2,134,3,0,1,0,support,low
Jay Lewis,0.39,0.54,2,132,3,0,1,0,support,low
Stanley Williamson,0.1,0.92,7,307,4,0,1,0,support,low
Jerry Fitzgerald,0.37,0.46,2,140,3,0,1,0,support,low
Doyle Juariqui,0.11,0.94,7,255,4,0,1,0,support,low
Michael Tarbox,0.1,0.81,6,309,4,0,1,0,technical,low
Sheri Cheatham,0.38,0.54,2,128,3,0,1,0,technical,low
Candy Bergeron,0.85,1.0,4,225,5,0,1,0,technical,low
Carol Combs,0.85,0.91,5,226,5,0,1,0,management,medium
Douglas Blatz,0.11,0.93,7,308,4,0,1,0,IT,medium
Jeff Paris,0.1,0.95,6,244,5,0,1,0,IT,medium
Anthony Loveday,0.36,0.56,2,132,3,0,1,0,IT,medium
Vesta Robertson,0.11,0.94,6,286,4,0,1,0,IT,medium
Juan Killough,0.81,0.7,6,161,4,0,1,0,IT,medium
Steven Davis,0.43,0.54,2,153,3,0,1,0,product_mng,medium
Mavis Salinas,0.9,0.98,4,264,6,0,1,0,product_mng,medium
Robin South,0.76,0.86,5,223,5,1,1,0,product_mng,medium
Michael Gold,0.43,0.5,2,135,3,0,1,0,product_mng,medium
Paul Boynton,0.74,0.99,2,277,3,0,1,0,IT,medium
Karen Brooks,0.09,0.77,5,275,4,0,1,0,product_mng,medium
James Shaw,0.45,0.49,2,149,3,0,1,0,product_mng,high
Michael Dixon,0.09,0.87,7,295,4,0,1,0,product_mng,low
Jacquelyn Reardon,0.11,0.97,6,277,4,0,1,0,product_mng,medium
Kathleen Kuznicki,0.11,0.79,7,306,4,0,1,0,product_mng,medium
Betty Petitjean,0.1,0.83,6,295,4,0,1,0,product_mng,medium
Thomas Noonan,0.4,0.54,2,137,3,0,1,0,marketing,medium
Beatrice Alford,0.43,0.56,2,157,3,0,1,0,sales,low
Lynda Grier,0.39,0.56,2,142,3,0,1,0,accounting,low
Eric Gill,0.45,0.54,2,140,3,0,1,0,support,low
Anthony Blakely,0.38,0.49,2,151,3,0,1,0,technical,low
Suzanne Copley,0.79,0.59,4,139,3,0,1,1,management,low
Brett Woodard,0.84,0.85,4,249,6,0,1,0,marketing,low
Cynthia Patton,0.11,0.77,6,291,4,0,1,0,marketing,low
Sandra Boyd,0.11,0.87,6,305,4,0,1,0,marketing,low
Leah Winters,0.17,0.84,5,232,3,0,1,0,sales,low
Shirley Fleischer,0.44,0.45,2,132,3,0,1,0,sales,low
Fredrick Pickard,0.37,0.57,2,130,3,0,1,0,sales,low
Virginia Chavez,0.1,0.79,6,291,4,0,1,0,sales,low
Chris Bence,0.4,0.5,2,130,3,0,1,0,sales,low
William Lusby,0.89,1.0,5,246,5,0,1,0,sales,low
Monica Ward,0.42,0.48,2,143,3,0,1,0,sales,low
Elizabeth Legace,0.46,0.55,2,129,3,0,1,0,sales,low
Carolyn Claytor,0.09,0.83,6,255,4,0,1,0,sales,low
Brian Sluder,0.37,0.51,2,155,3,0,1,0,sales,low
Mary Hudson,0.1,0.77,6,265,4,0,1,0,sales,low
Shirley Johnson,0.1,0.84,6,279,4,0,1,0,sales,low
Dena Ridley,0.11,0.97,6,284,4,0,1,0,sales,low
Vernon Tuley,0.9,1.0,5,221,6,0,1,0,sales,medium
Raymond Brown,0.38,0.52,2,154,3,0,1,0,sales,medium
Terri Pearson,0.36,0.52,2,147,3,0,1,0,sales,medium
William Warren,0.42,0.46,2,150,3,0,1,0,sales,medium
Agnes Harris,0.09,0.94,7,267,4,0,1,0,sales,medium
Robert Chabot,0.43,0.52,2,158,3,0,1,0,sales,medium
Richard Bozell,0.24,0.46,7,224,5,0,1,0,accounting,medium
Mildred Eversoll,0.91,1.0,4,257,5,0,1,0,accounting,medium
Aurelio Sheth,0.44,0.5,2,148,3,0,1,0,accounting,medium
Sharon Waters,0.71,0.87,3,177,4,0,1,0,hr,medium
Chelsea Latta,0.4,0.49,2,155,3,0,1,0,hr,medium
Steven Pannell,0.43,0.47,2,144,3,0,1,0,hr,medium
Wiley Wetzel,0.09,0.85,6,289,4,0,1,0,hr,high
Charles Metcalf,0.43,0.52,2,160,3,0,1,0,technical,low
Jacqueline Bailey,0.9,0.96,4,258,5,0,1,0,technical,medium
Sherri Johnson,0.84,1.0,5,234,5,0,1,0,technical,medium
Dixie Robbins,0.37,0.48,2,137,3,0,1,0,technical,medium
Juan Avallone,0.86,0.68,5,263,2,0,1,0,technical,medium
Peter Dover,0.11,0.84,6,251,4,0,1,0,technical,low
Lauren Mink,0.37,0.57,2,133,3,0,1,0,technical,low
Kelly Rosenstock,0.4,0.46,2,132,3,0,1,0,technical,low
Maxine Edwards,0.14,0.62,4,158,4,1,1,0,technical,low
Cornelius Wright,0.4,0.46,2,135,3,0,1,0,technical,low
Robert Mcdonald,0.75,1.0,4,216,6,0,1,0,technical,low
Virgil Huntsinger,0.11,0.84,6,300,5,1,1,0,support,low
Sandra Tondreau,0.46,0.49,2,138,3,0,1,0,support,low
Robert Heminger,0.11,0.92,6,260,4,0,1,0,support,low
Casey Lafayette,0.38,0.49,2,132,3,0,1,0,support,low
Helen Fleming,0.7,0.89,3,183,5,0,1,0,support,low
Allen Hamilton,0.09,0.82,6,250,4,0,1,0,support,low
Aisha Crites,0.37,0.45,2,151,3,0,1,0,support,low
Kenneth Stanford,0.1,0.83,6,292,4,0,1,0,support,low
Frank Newsom,0.38,0.57,2,140,3,0,1,0,support,low
Marjorie Wilborn,0.9,1.0,5,221,5,0,1,0,support,low
Juanita Yu,0.44,0.51,2,138,3,0,1,0,support,low
Silvia Eastwood,0.36,0.5,2,132,3,0,1,0,technical,low
Connie Louder,0.31,0.84,7,133,5,0,1,0,technical,low
David Casto,0.1,0.84,6,283,4,1,1,0,technical,low
Marilyn King,0.42,0.48,2,129,3,0,1,0,management,low
James Johnson,0.74,1.0,4,249,5,0,1,0,IT,low
James Cowie,0.73,0.87,5,257,5,0,1,0,IT,low
James Obrian,0.09,0.96,6,245,4,0,1,0,IT,low
Tiffany Camacho,0.45,0.53,2,155,3,0,1,0,IT,low
Anibal Rager,0.11,0.8,6,256,4,0,1,0,IT,low
Allison Fuller,0.37,0.47,2,152,3,0,1,0,product_mng,low
